adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/tcvPFdANexMxEsIUZnzjxBJbgkb.jpg,[35],4248,en,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",84.297,/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg,2001-07-04,Scary Movie 2,False,5.8,3891
False,/tBhkqRxbANdYRhv7mLHfKEMcOZF.jpg,"[35, 27]",419479,en,The Babysitter,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",34.428,/86a7GRVRCwfl7wdI4QadyvKa6Zu.jpg,2017-10-13,The Babysitter,False,6.1,3051
False,/qjA0tZZ7LuxOsAQdahquVLUm6Ee.jpg,[35],97212,pl,Kac Wawa,"Andrew and Marta are about to get married. But on the stag night, Andrew finds himself drawn in to an evening of mischief. As the party kicks off, no one can anticipate the incredible and outrageous situations these guys are going to get into.",1.741,/tXh826tR3j7Mqt9PARIqij8pcVE.jpg,2012-03-02,Kac Wawa,False,1.7,16
False,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg,"[28, 878, 27]",345940,en,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",117.673,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,2018-08-09,The Meg,False,6.2,6126
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",94.462,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.8,13853
False,/77P56ZcL8M9Cw7FIptMIGjhNJoj.jpg,"[12, 878, 28]",1858,en,Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,15.409,/aS7D2qkMtLWWXnKVVOz9KSWhRJV.jpg,2007-06-27,Transformers,False,6.7,9701
False,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,"[27, 9648, 53]",439079,en,The Nun,"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned.",103.107,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,2018-09-05,The Nun,False,5.8,5457
False,/ecKQlAEG95k62SMGhvX83oEqANK.jpg,"[27, 53]",138843,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",145.104,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,2013-07-18,The Conjuring,False,7.5,9867
False,/18dQ1qE9MWGz1JBH8Kkrfm6RwT7.jpg,[27],14001,en,Dead Silence,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",45.374,/jovXaCasPvShaQbN8VgS9QkAmo3.jpg,2007-03-16,Dead Silence,False,6.4,1913
False,/s3TBrRGB1iav7gFOCNx3H31MoES.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",92.205,/8IB2e4r4oVhHnANbnm7O3Tj6tF8.jpg,2010-07-15,Inception,False,8.4,32594
False,/tfUotS2rLaIu7ieJPDonyDn5EqQ.jpg,"[35, 28]",10661,en,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,35.752,/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,2008-06-05,You Don't Mess with the Zohan,False,5.7,3180
False,/Cbwq19yzRzIGf18jRr4xBh6Mev.jpg,"[18, 28]",370720,te,Dictator,"Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress and helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess. He also takes the blame for a crime committed at the store. While in prison, he learns secrets about his life, but he is hiding a secret and there's another world where people fear even the mention of his name. Why is he living in hiding?",1.4,/bWPCiuVNsMrdXvG74lM6JKWWVfq.jpg,2016-01-15,Dictator,False,3.0,4
False,/wS9TiAS1WckeTS2IrFg5dRN9WQD.jpg,"[35, 14]",72105,en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",87.321,/osJNr64CNyGhCzdlg6oHt3a6vNA.jpg,2012-06-29,Ted,False,6.4,10929
False,/hO7KbdvGOtDdeg0W4Y5nKEHeDDh.jpg,"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",106.574,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.2,21558
False,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,"[27, 14]",346364,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",93.014,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,2017-09-06,It,False,7.2,17046
False,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,"[878, 27, 53]",158015,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",62.538,/x6hwbnR2nGacSzljqYaXY25w1Me.jpg,2013-05-31,The Purge,False,6.3,7443
False,/kWt1OcPgwO1ssu57wgTKmq38JYw.jpg,"[28, 80, 53]",4108,en,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",40.857,/v3QIFUWgtVN4wejVuDZowuyJ20W.jpg,2002-10-02,The Transporter,False,6.7,4532
False,,[53],208158,en,Adrenaline,"When his daughter's kidnappers electronically hijack his car, mild-mannered father Chris Thompson is forced to do their bidding or else suffer the consequences. Adrenaline was shot in a single 88-minute take on the streets of downtown Nashville, Tennessee.",1.492,/AhiJiYYMkYJAApva1EPgR3gcrzo.jpg,2007-04-10,Adrenaline,False,7.5,1
False,/yir5430WblZSZuIMd9C6pIZerfA.jpg,"[28, 80]",339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",48.874,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,Baby Driver,False,7.5,13721
False,/rnWSM7qWWdAc2LvNh3lrvsERz7c.jpg,"[28, 35, 80]",5174,en,Rush Hour 3,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",44.702,/rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg,2007-08-08,Rush Hour 3,False,6.4,2620
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",352.705,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.3,25731
False,,[],920105,es,The Witcher,"Famed monster hunter for hire, Geralt of Rivia faces impossible adversity during a violent time of war. Forced to put his monster contracts on hold, he must track down and uncover an evil even more unspeakable than he could ever imagine.",0.6,,2017-05-08,The Witcher,False,3.8,2
False,/6MKr3KgOLmzOP6MSuZERO41Lpkt.jpg,"[35, 80]",337404,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",259.778,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,2021-05-26,Cruella,False,8.1,7664
False,/agoBZfL1q5G79SD0npArSlJn8BH.jpg,"[35, 10752, 18]",515001,en,Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",29.08,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,2019-10-18,Jojo Rabbit,False,8.1,7903
False,/uWVkEo9PWHu9algZsiLPi6sRU64.jpg,"[36, 18]",556574,en,Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",14.827,/h1B7tW0t399VDjAcWJh8m87469b.jpg,2020-07-03,Hamilton,False,8.3,1039
False,/43508X0evUDHMoyMSecsLxcy7RK.jpg,"[18, 28, 53, 10752]",16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.478,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-19,Inglourious Basterds,False,8.2,19411
False,,"[35, 10749]",1019354,pl,Listy do M. 5,,4.782,/5RsDEIbg43WQ4twaXF5T7ZCaWhB.jpg,2022-11-04,Listy do M. 5,False,8.0,1
False,/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,"[18, 35]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",72.237,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,False,8.2,9530
False,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",227.442,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,2001-05-18,Shrek,False,7.7,14478
False,/zEddiBK6yZNUGVnmBJzmnYcEWiR.jpg,"[18, 53, 27]",630240,fr,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",92.357,/wY7jeCdbhWuYao4WHI51pc51a9b.jpg,2021-07-14,Titane,False,6.5,958
False,/1ZIeGwD2lMlLMr4u6IIR302jqhD.jpg,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,88.758,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,2015-01-24,Kingsman: The Secret Service,False,7.6,14826
False,/tHnHTp50qDx7br1i9ulh74MUW0A.jpg,"[18, 10749, 80]",511809,en,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",28.656,/3WnyUEG41PXB1YIu4JR1z8om0Xj.jpg,2021-12-08,West Side Story,False,7.1,1110
False,/t0BuUCkwoa3NrriHQdGOnCBSOdK.jpg,"[18, 10402]",537116,en,"tick, tick... BOOM!","On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",24.369,/DPmfcuR8fh8ROYXgdjrAjSGA0o.jpg,2021-11-11,"tick, tick... BOOM!",False,7.8,1578
False,/AcZjBskxs7NioQOVj6DQaMbet34.jpg,"[27, 878]",48311,en,Parasite,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, his rednecks, and an evil government agent named Merchant.",5.561,/6EM7Jm3veKSW9ELMajSSxslYWDa.jpg,1982-03-12,Parasite,False,4.9,44
False,/cpDoykGqISrjXb4SG1L18OkmWAf.jpg,[18],615643,en,Minari,"A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home.",19.344,/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg,2021-02-12,Minari,False,7.4,1220
False,/g2s22rGjCTCYsjI1iAflem7HjdG.jpg,"[35, 18]",9428,en,The Royal Tenenbaums,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",19.143,/AmtiqBp7r15JuEqmyWM2dIqqtwH.jpg,2001-10-05,The Royal Tenenbaums,False,7.5,3873
False,/wGV8w2PHOqS4p14JJewqyBKTt9K.jpg,[35],36392,pl,Kogel-mogel,"Following the emotions associated with entrance examinations to the faculty of pedagogy, Catherine Solska returns to his native village. And here she will surprise - the family without their knowledge to begin preparations for engagement with a rich neighbor Kolasa. Girl falls into despair, tries to oppose the decision of the parents, but is closed in his room. On visits to her fiance and flees out the window calling mail to the university. Receives misleading information and is convinced that was not accepted to college. Resigned returns home and agrees to the wedding. Meanwhile, on the eve of the wedding the postman brings the notice of acceptance to the university.",3.375,/uapWd5ZeISel2LnzZVENkZDTpox.jpg,1988-08-15,Kogel-mogel,False,7.6,60
False,/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,"[35, 12, 878]",550988,en,Free Guy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,184.443,/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,2021-08-11,Free Guy,False,7.6,6513
False,/lzWHmYdfeFiMIY4JaMmtR7GEli3.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",129.053,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-08,Dune,False,7.8,7959
False,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg,[18],316029,en,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",33.427,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,2017-12-20,The Greatest Showman,False,7.9,8374
False,/1wOyx3m5dag3cY20A3xHfjIdLXk.jpg,"[27, 53]",10124,en,Heartstopper,Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.,3.411,/skjeHVCnU7fAym5HKkkl6Mx0uEh.jpg,2006-10-31,Heartstopper,False,3.8,20
False,,[18],13821,en,The Boys,"Brett Sprague is a violent and psychopathic man, who is released on parole after serving a sentence for assault. As he returns to his family house and we watch him and his brothers, Stevie and Glenn, for the next 24 hours, it becomes clear this day will not end well.",3.554,/jLyfVrwm5028RPhx5oXmJv01uSr.jpg,1998-05-07,The Boys,False,6.0,11
False,/xKsnZDERG1dk95wuZ5q9iks3OL3.jpg,"[28, 80, 18, 53]",949,en,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,36.678,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,1995-12-15,Heat,False,7.9,5855
False,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,"[18, 80]",311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",28.636,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,Once Upon a Time in America,False,8.4,4420
False,/7jR6xSOqnWCrm3OGhm06Y8jGCYS.jpg,"[80, 18]",641,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,11.403,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,2000-10-06,Requiem for a Dream,False,8.0,8450
False,,[],613653,en,The Office,Joseph Minion's debut short film.,1.09,/ufXsFbHqGQ9PNrtAvhvcaule8yi.jpg,1981-12-31,The Office,False,0.0,0
False,/lznDiKSx3ZO6LUlGkGxjKo4i6pQ.jpg,[35],38674,en,Trailer Park Boys,"After a psychic predicts his death, a small-time hoodlum named Julian hires a cheap documentary film crew to document the last few days of his mis-spent life. This is the film that pioneered the show of the same name.",3.699,/hGUydvM9U9gByvH010c3dsMoPha.jpg,1999-07-15,Trailer Park Boys,False,7.2,43
False,/jqFjgNnxpXIXWuPsyfqmcLXRo9p.jpg,"[80, 53]",500,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",43.063,/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,1992-09-02,Reservoir Dogs,False,8.1,12359
False,/sctvs9cUwJD15qlTlrsh2BXsK75.jpg,"[28, 80, 18]",111,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",86.168,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,Scarface,False,8.2,9760
False,/yPgAHVzCF0yJGhxupwVwknOHdJj.jpg,"[18, 10749]",1366,en,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",48.868,/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,1976-11-21,Rocky,False,7.8,6398
False,,[16],381966,ja,コロンボス,A re-imagining of Columbo with puppet animation.,0.6,,2012-01-01,Columbos,False,0.0,0
False,/3ibGaDmgTdXY448ENZmtHEmhP6o.jpg,"[53, 9648, 878]",619730,en,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",421.167,/60hrKYVq6Y1QRJeHNbYo3tHDcUd.jpg,2022-09-21,Don't Worry Darling,False,6.9,925
False,/v3ClsT59peXyGJ4XuDvIQAPwcZy.jpg,"[80, 18]",4133,en,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",21.555,/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,2001-04-04,Blow,False,7.4,3775
False,/sw7mordbZxgITU877yTpZCud90M.jpg,"[18, 80]",769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",69.807,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,GoodFellas,False,8.5,10666
False,/n28I7FNYIT934OoHhKZn4IIDsrQ.jpg,"[28, 12, 35]",293660,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",147.485,/zq8Cl3PNIDGU3iWNRoc5nEZ6pCe.jpg,2016-02-09,Deadpool,False,7.6,27531
False,/1e8tQfZZ65n1UNibJFYHpPFmOqj.jpg,"[35, 18, 10749]",112,da,Italiensk for begyndere,"A group of strangers find friendship, family and love within an Italian beginners’ course.",7.383,/xBEiE8yBaWtpRG04QpSAcIfJiW1.jpg,2000-12-07,Italian for Beginners,False,6.5,103
False,,[],416245,en,The Brother,"Adam Diamond is a man attempting to escape from his family's arms dealing business. He is quickly drawn back in when he discovers that his father is involved in a deal with his estranged brother and can longer remember why, as his father's memory has been eroded by dementia.",0.6,,,The Brother,False,0.0,0
False,/U8QRD7jvTXEYsUXq74IFKaSiL5.jpg,"[18, 53, 9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",47.669,/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,2010-02-14,Shutter Island,False,8.2,20733
False,/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,"[18, 80]",278,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",68.371,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,1994-09-23,The Shawshank Redemption,False,8.7,22656
False,/dVr11o9or7AS8AMPfwjSpEU83iU.jpg,"[18, 10752]",423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",32.585,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,2002-09-17,The Pianist,False,8.4,7631
False,/fsyLxF8eIfZ2Z7DXmjD6n9vHmb8.jpg,"[18, 10749]",17473,en,The Room,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world being torn apart when his friends begin to betray him one-by-one.",13.218,/9QscHN4pXj6Ja1k7e1ZT4vWDGnr.jpg,2003-06-27,The Room,False,4.1,1181
False,/mfJepkInUbiZ0mFXFhDNz8ko6Zr.jpg,"[18, 9648, 878]",1124,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",28.171,/bdN3gXuIZYaJP7ftKK2sU0nPtEA.jpg,2006-10-19,The Prestige,False,8.2,13595
False,/x3YFn10ehQKMRIJwIfiDAX8S9Xt.jpg,"[14, 28, 27]",561,en,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",129.543,/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg,2005-02-08,Constantine,False,7.0,5937
False,/lhVVIWKR13khBvjFz8XyZ2GM0JS.jpg,"[18, 878, 53]",6479,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",60.694,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,2007-12-12,I Am Legend,False,7.2,13769
False,/nCsKxSNONvUYEi1AXRXRmq6MWUb.jpg,[18],484744,fr,Frères d'arme,"Emil and his brother, Stanko, have something in common: they both remember a terrible event that happened when they were children in Montenegro. Both are now immigrants in France: Emil moves in with his friend Gabrielle, while Stanko attempts to climb the ladder on the fringes of lawfulness, in the world of gambling and cock fighting. Anna, their mother, who has never forgotten her home country, dreams of going back to Montenegro as a family. The arrival of Larkos, their uncle, who has finally been released from prison and is over the moon to be reunited with his first love, will catalyse events and the inevitable confrontation...",0.6,/9z36SDiSdsHk2GjbZ1MjqGsag6p.jpg,2019-08-23,Band of Brothers,False,5.5,2
False,,[18],182026,en,Stranger Things,"Oona, a recent graduate in anthropology, has returned to her dead mother’s seaside cottage in southern England to prepare it for sale. Her arrival disturbs Mani, a wary vagrant who has been squatting on the property.",20.69,/4TKdguyacjYrC1Hnbi3PjSP8r3M.jpg,2013-04-05,Stranger Things,False,8.7,59
False,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,"[18, 36, 10752]",424,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,45.178,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-12-15,Schindler's List,False,8.6,13446
False,,[],913363,es,Gomorra,"Martín lives in the Argentine countryside. After suffering a violent robbery at his place by a hooded person who threatened his children, he receives the visit of Guzmán, a man who assures him he's able to find the man who robbed him.",0.6,,2015-11-05,Gomorra,False,0.0,0
False,/fcDdXbrg2N4j9t9DOptpxcWuIXL.jpg,"[10752, 18, 36]",14574,en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",79.995,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,2008-05-07,The Boy in the Striped Pyjamas,False,7.9,6088
